sequence,level,type,identifier,name,datatype,multiplicity,domain_name,definition,module,table,class_term,id,path,semantic_path,abbreviation_path,label_local,definition_local,element,xpath
376,5,A,,Quantity,xbrli:decimalItemType,0..1,,"Number of units in this transaction; for non-monetary calculations; can be square footage, number of people, etc.",gl-bus,0,Measurable,BU15a_09,/CO16a/CO15a/CO14a/BU15a/BU15a_09,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Quantity,AccntgEntrs.EntryHedr.EntryDetl.Mesrbl.Quntty,数量,この取引における、単位数量。金額計算用ではない。平方フィート、人数など。,gl-bus:measurableQuantity,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:measurable/gl-bus:measurableQuantity
377,5,A,,Qualifier,xbrli:tokenItemType,0..1,,"Field that can represent grading, inspection codes, ratings and other qualifiers to properly capture PKI/Balanced Scorecard information",gl-bus,0,Measurable,BU15a_10,/CO16a/CO15a/CO14a/BU15a/BU15a_10,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Qualifier,AccntgEntrs.EntryHedr.EntryDetl.Mesrbl.Qulfr,修飾子,PKI又はバランススコアカード情報を適正に把握するための、等級付け、検査コード、格付けその他の修飾子を示す。,gl-bus:measurableQualifier,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:measurable/gl-bus:measurableQualifier
378,5,A,,Unit of Measure,xbrli:stringItemType,0..1,,"Description of unit: e.g. each, case, dozen, etc. ISO standard coding recommended.",gl-bus,0,Measurable,BU15a_11,/CO16a/CO15a/CO14a/BU15a/BU15a_11,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Unit of Measure,AccntgEntrs.EntryHedr.EntryDetl.Mesrbl.UntMesr,計量単位,単位の説明。たとえば、個、箱、ダースなど。ISO標準のコードを推奨。,gl-bus:measurableUnitOfMeasure,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:measurable/gl-bus:measurableUnitOfMeasure
379,5,A,,Per Unit Cost Price,xbrli:monetaryItemType,0..1,,"Per unit price of the measurable. Although one might expect that measurableQuantity * measurableCostPerUnit = amount, this is not mandated except by external rules sets.",gl-bus,0,Measurable,BU15a_12,/CO16a/CO15a/CO14a/BU15a/BU15a_12,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Per Unit Cost Price,AccntgEntrs.EntryHedr.EntryDetl.Mesrbl.PerUntCostPric,単価,"計測可能物の単価。
measurableQuantity * measurableCostPerUnit = amountであることを期待するかもしれないが、外部規則がなければ必須ではない。",gl-bus:measurablePerUnitCostPrice,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:measurable/gl-bus:measurablePerUnitCostPrice
380,5,A,,Start Time,xbrli:dateTimeItemType,0..1,,Start time of the duration being measured,gl-bus,0,Measurable,BU15a_13,/CO16a/CO15a/CO14a/BU15a/BU15a_13,$.Accounting Entries.Entry Header.Entry Detail.Measurable.Start Time,AccntgEntrs.EntryHedr.EntryDetl.Mesrbl.StartTim,開始日時,計量期間の開始時刻。,gl-bus:measurableStartTime,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:measurable/gl-bus:measurableStartTime
381,5,A,,End Time,xbrli:dateTimeItemType,0..1,,End time of the duration being measured,gl-bus,0,Measurable,BU15a_14,/CO16a/CO15a/CO14a/BU15a/BU15a_14,$.Accounting Entries.Entry Header.Entry Detail.Measurable.End Time,AccntgEntrs.EntryHedr.EntryDetl.Mesrbl.EndTim,終了日時,計量期間の終了時刻。,gl-bus:measurableEndTime,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:measurable/gl-bus:measurableEndTime
382,4,C,,Job Information,,0..*,,"Tuple for holding job related information, separate from jobs represented in account identifier. Would probably only have one jobinfo tuple for each entry line, but there may be a need to express more than one.",gl-bus,0,Job Information,BU16a,/CO16a/CO15a/CO14a/BU16a,$.Accounting Entries.Entry Header.Entry Detail.Job Information,AccntgEntrs.EntryHedr.EntryDetl.JobInfrmn,【ジョブ情報】,科目識別子で表現されるジョブとは別の、ジョブに関係する情報のタプル。個々の明細行に対してひとつだけ存在すると思われるが、複数必要かもしれない。,gl-bus:jobInfo,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:jobInfo
383,5,A,PK,Identifier,xbrli:stringItemType,0..1,,"Associated job number or code. This could be built into the account, but many systems maintain a separate job coding system. Use primarily if job identification is a separate system, and not considered part of the chart of accounts.",gl-bus,0,Job Information,BU16a_UK16_01,/CO16a/CO15a/CO14a/BU16a/BU16a_UK16_01,$.Accounting Entries.Entry Header.Entry Detail.Job Information.Identifier,AccntgEntrs.EntryHedr.EntryDetl.JobInfrmn.Idntfr,ジョブ識別子,関連するジョブ番号かジョブコード。 科目に組み込めるかもしれないが、多くのシステムでは独立したジョブコードシステムを持っている。おもに、ジョブの識別が別システムであり、科目体系に含まれないときに使用される。,gl-bus:jobInfoID,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:jobInfo/gl-bus:jobInfoID
384,5,A,,Description,xbrli:stringItemType,0..1,,Description of job,gl-bus,0,Job Information,BU16a_UK16_02,/CO16a/CO15a/CO14a/BU16a/BU16a_UK16_02,$.Accounting Entries.Entry Header.Entry Detail.Job Information.Description,AccntgEntrs.EntryHedr.EntryDetl.JobInfrmn.Descrptn,ジョブ説明,ジョブの説明。,gl-bus:jobInfoDesc,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:jobInfo/gl-bus:jobInfoDesc
385,5,A,,Phase,xbrli:stringItemType,0..1,,"Job code, phase, activity. Allows greater granularity than a simple job number. Although the core only reaches down from job to phases, this can be customized to extend down to cost codes.",gl-bus,0,Job Information,BU16a_UK16_03,/CO16a/CO15a/CO14a/BU16a/BU16a_UK16_03,$.Accounting Entries.Entry Header.Entry Detail.Job Information.Phase,AccntgEntrs.EntryHedr.EntryDetl.JobInfrmn.Phas,ジョブフェーズ,ジョブコード、フェーズ、活動。 簡単なジョブ番号より詳細な定義が可能。基本的には、ジョブからフェーズを導くのみだが、コストコードにまでいたるように拡張可能。,gl-bus:jobInfoPhase,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:jobInfo/gl-bus:jobInfoPhase
386,5,A,,Phase Description,xbrli:stringItemType,0..1,,"Description of Job code, phase, activity",gl-bus,0,Job Information,BU16a_UK16_04,/CO16a/CO15a/CO14a/BU16a/BU16a_UK16_04,$.Accounting Entries.Entry Header.Entry Detail.Job Information.Phase Description,AccntgEntrs.EntryHedr.EntryDetl.JobInfrmn.PhasDescrptn,ジョブフェーズ説明,ジョブコード、フェーズ、活動の説明。,gl-bus:jobInfoPhaseDesc,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:jobInfo/gl-bus:jobInfoPhaseDesc
387,4,C,,Depreciation Mortgage,,0..*,,"Parent for information related to depreciation, mortgages, etc.",gl-bus,0,Depreciation Mortgage,BU17a,/CO16a/CO15a/CO14a/BU17a,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage,AccntgEntrs.EntryHedr.EntryDetl.DeprctnMortgg,【減価償却/抵当債務情報】,減価償却、抵当債務等に関連する情報の親タグ。,gl-bus:depreciationMortgage,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:depreciationMortgage
388,5,A,,Mortgage Jurisdiction,xbrli:tokenItemType,0..1,,"Jurisdiction (e.g. federal, state, local): e.g. US Federal, Province of Québec, other identifier. Enumerated as: F, federal, S, state, L, local, other.",gl-bus,0,Depreciation Mortgage,BU17a_01,/CO16a/CO15a/CO14a/BU17a/BU17a_01,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.Mortgage Jurisdiction,AccntgEntrs.EntryHedr.EntryDetl.DeprctnMortgg.MortggJursdctn,抵当債務管轄,"管轄地区。（連邦、州、ローカル、等）。たとえば、米国連邦政府、ケベック州、その他の識別子。
[設定値のリスト]
(F)、(federal：連邦)、(S)、(state：州)、(L)、(local：地域)、(other：その他)",gl-bus:depreciationMortgageMortgageJurisdiction,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:depreciationMortgage/gl-bus:depreciationMortgageMortgageJurisdiction
389,5,A,,Depreciation Method,xbrli:stringItemType,0..1,,"Type of depreciation method: used for information about the loan percentage for loan or the depreciation method. This is used for informational purposes only. Examples of entries are ""20%"", ""5 year DDB"" (Double Declining Balance).",gl-bus,0,Depreciation Mortgage,BU17a_02,/CO16a/CO15a/CO14a/BU17a/BU17a_02,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.Depreciation Method,AccntgEntrs.EntryHedr.EntryDetl.DeprctnMortgg.DeprctnMethd,減価償却方法,減価償却方法のタイプ。ローンのパーセンテージや減価償却方法に関する情報を含む。単なる情報提供を目的とする。たとえば、20%、5年、DDB(倍額定率)。,gl-bus:depreciationMortgageDepreciationMethod,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:depreciationMortgage/gl-bus:depreciationMortgageDepreciationMethod
390,5,A,,Mortgage Life,xbrli:decimalItemType,0..1,,Length of life in number of periods.,gl-bus,0,Depreciation Mortgage,BU17a_03,/CO16a/CO15a/CO14a/BU17a/BU17a_03,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.Mortgage Life,AccntgEntrs.EntryHedr.EntryDetl.DeprctnMortgg.MortggLif,抵当債務期間,存在する期間数。,gl-bus:depreciationMortgageMortgageLife,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:depreciationMortgage/gl-bus:depreciationMortgageMortgageLife
391,5,A,,Description,xbrli:stringItemType,0..1,,"Description of each item related to depreciation, mortgage, loan, credit facility, etc.",gl-bus,0,Depreciation Mortgage,BU17a_04,/CO16a/CO15a/CO14a/BU17a/BU17a_04,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.Description,AccntgEntrs.EntryHedr.EntryDetl.DeprctnMortgg.Descrptn,債務説明,減価償却や債権債務、ローン、信用供与等に関する項目の説明。,gl-bus:depreciationMortgageDesc,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:depreciationMortgage/gl-bus:depreciationMortgageDesc
392,5,A,,Start Date,xbrli:dateTimeItemType,0..1,,"Start of the applicable period of each item related to depreciation, mortgage, loan, credit facility, etc.",gl-bus,0,Depreciation Mortgage,BU17a_05,/CO16a/CO15a/CO14a/BU17a/BU17a_05,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.Start Date,AccntgEntrs.EntryHedr.EntryDetl.DeprctnMortgg.StartDat,開始日付,減価償却や債権債務、ローン、信用供与等に関する項目の、適用期間の開始日。,gl-bus:depreciationMortgageStartDate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:depreciationMortgage/gl-bus:depreciationMortgageStartDate
393,5,A,,End Date,xbrli:dateTimeItemType,0..1,,"End of the applicable period of each item related to depreciation, mortgage, loan, credit facility, etc.",gl-bus,0,Depreciation Mortgage,BU17a_06,/CO16a/CO15a/CO14a/BU17a/BU17a_06,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.End Date,AccntgEntrs.EntryHedr.EntryDetl.DeprctnMortgg.EndDat,終了日付,減価償却や債権債務、ローン、信用供与等に関する項目の、適用期間の終了日。,gl-bus:depreciationMortgageEndDate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:depreciationMortgage/gl-bus:depreciationMortgageEndDate
394,5,A,,Amount,xbrli:monetaryItemType,0..1,,"Amount of a cost or fee charged for a mortgage, loan, credit facility, etc.",gl-bus,0,Depreciation Mortgage,BU17a_07,/CO16a/CO15a/CO14a/BU17a/BU17a_07,$.Accounting Entries.Entry Header.Entry Detail.Depreciation Mortgage.Amount,AccntgEntrs.EntryHedr.EntryDetl.DeprctnMortgg.Amnt,手数料,減価償却や債権債務、ローン、信用供与等で請求されるコストや手数料。,gl-bus:depreciationMortgageAmount,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-bus:depreciationMortgage/gl-bus:depreciationMortgageAmount
395,4,C,,Serial or Lot,,0..*,,"Tuple for holding information about serial numbers or lots (batches). As a tuple, this permits multiple serial numbers or multiple lot number batches within a single gl-cor:measurable structure.",gl-ehm,0,Serial or Lot,EH01a,/CO16a/CO15a/CO14a/EH01a,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot,【シリアル番号・ロット情報】,シリアル番号やロット（バッチ）に関する情報を保持するタプル。単一の構造内に複数のシリアル番号やロット情報を保持可能。,gl-ehm:serialOrLot,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot
396,5,A,PK,Code,xbrli:tokenItemType,0..1,,"Is this item tracked by serial numbers or lot numbers? A serial number is usually a unique number assigned to a single; a lot or batch number is provided when a batch of items is fungible but must be differentiated from similar items from other batches. Enumerated indicator for serial or lot items. Enumeration are: serial, lot, other, neither. If not included within the tuple, neither is assumed.",gl-ehm,0,Serial or Lot,EH01a_01,/CO16a/CO15a/CO14a/EH01a/EH01a_01,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot.Code,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot.Cod,シリアル・ロット識別コード,この項目はシリアル番号またはロット番号で管理されているか？シリアル番号は一意に付番されたもので、ロット番号は同一バッチの区別を目的に使用される。,gl-ehm:serialOrLotCode,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot/gl-ehm:serialOrLotCode
397,5,A,,Description,xbrli:stringItemType,0..1,,Free format description associated with gl-ehm:serialLotCode to provide specialization and especially to provide clarification for the enumerated value of other in serialLotCode. Examples might be “batch” or “group”.,gl-ehm,0,Serial or Lot,EH01a_02,/CO16a/CO15a/CO14a/EH01a/EH01a_02,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot.Description,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot.Descrptn,シリアル・ロットの説明,gl-ehm:serialLotCode の「その他」の値のための自由記述の説明（例：バッチ、グループなど）。,gl-ehm:serialOrLotDesc,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot/gl-ehm:serialOrLotDesc
398,5,A,,Number,xbrli:stringItemType,0..1,,The holder for that actual serial number or lot (batch) number/code assigned to an item or a batch of items.,gl-ehm,0,Serial or Lot,EH01a_03,/CO16a/CO15a/CO14a/EH01a/EH01a_03,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot.Number,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot.Numbr,シリアル番号・ロット番号,対象アイテムやロットに割り当てられた実際の番号／コードを保持する。,gl-ehm:serialOrLotNum,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot/gl-ehm:serialOrLotNum
399,5,A,,Next Number,xbrli:stringItemType,0..1,,"A field for holding the next expected serial or lot number to be given to future assignments, or for chaining between already assigned items.",gl-ehm,0,Serial or Lot,EH01a_04,/CO16a/CO15a/CO14a/EH01a/EH01a_04,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot.Next Number,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot.NextNumbr,次のシリアル・ロット番号,今後割り当て予定の次のシリアル／ロット番号や、既に割り当てられたアイテムの連結に使用。,gl-ehm:serialOrLotNextNum,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot/gl-ehm:serialOrLotNextNum
400,5,A,,Quantity,xbrli:decimalItemType,0..1,,The quantity of units in this particular batch. Unit of measure is the gl-bus:measurableUnitofMeasure.,gl-ehm,0,Serial or Lot,EH01a_05,/CO16a/CO15a/CO14a/EH01a/EH01a_05,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot.Quantity,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot.Quntty,シリアル・ロットの数量,該当ロット内の単位数。単位は gl-bus:measurableUnitofMeasure に基づく。,gl-ehm:serialOrLotQuantity,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot/gl-ehm:serialOrLotQuantity
401,5,A,,Original Quantity,xbrli:decimalItemType,0..1,,The quantity of units in this batch on inception.,gl-ehm,0,Serial or Lot,EH01a_06,/CO16a/CO15a/CO14a/EH01a/EH01a_06,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot.Original Quantity,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot.OrgnlQuntty,シリアル・ロット元数量,このロットが生成された時点の元の数量。,gl-ehm:serialOrLotOriginalQuantity,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot/gl-ehm:serialOrLotOriginalQuantity
402,5,A,,Remaining Quantity,xbrli:decimalItemType,0..1,,The remaining quantity of units from the original batch; may be the same as the quantity in this batch or include other batches from the same original batch.,gl-ehm,0,Serial or Lot,EH01a_07,/CO16a/CO15a/CO14a/EH01a/EH01a_07,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot.Remaining Quantity,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot.RemnngQuntty,シリアル・ロット残数量,元ロットからの残りの数量。,gl-ehm:serialOrLotRemainingQuantity,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot/gl-ehm:serialOrLotRemainingQuantity
403,5,A,,Origination,xbrli:dateTimeItemType,0..1,,Date of manufacture or creation.,gl-ehm,0,Serial or Lot,EH01a_08,/CO16a/CO15a/CO14a/EH01a/EH01a_08,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot.Origination,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot.Orgntn,シリアル・ロット生成日,製造日または作成日。,gl-ehm:serialOrLotOrigination,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot/gl-ehm:serialOrLotOrigination
404,5,A,,Expiration,xbrli:dateTimeItemType,0..1,,Expiration date of the batch.,gl-ehm,0,Serial or Lot,EH01a_09,/CO16a/CO15a/CO14a/EH01a/EH01a_09,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot.Expiration,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot.Exprtn,シリアル・ロット有効期限,ロットの有効期限。,gl-ehm:serialOrLotExpiration,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot/gl-ehm:serialOrLotExpiration
405,5,A,,Manufacturer,xbrli:stringItemType,0..1,,Manufacturer of the item (serial) or items (lot/batch).,gl-ehm,0,Serial or Lot,EH01a_10,/CO16a/CO15a/CO14a/EH01a/EH01a_10,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot.Manufacturer,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot.Manfctrr,シリアル・ロット製造元,シリアル番号またはロットの製造者。,gl-ehm:serialOrLotManufacturer,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot/gl-ehm:serialOrLotManufacturer
406,5,A,,Batch Description,xbrli:stringItemType,0..1,,A name or description of the items in the lot or batch.,gl-ehm,0,Serial or Lot,EH01a_11,/CO16a/CO15a/CO14a/EH01a/EH01a_11,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot.Batch Description,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot.BatchDescrptn,シリアル・ロットバッチの説明,ロットまたはバッチ内のアイテムの名称や説明。,gl-ehm:serialOrLotBatchDesc,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot/gl-ehm:serialOrLotBatchDesc
407,5,A,,Warranty Start Date,xbrli:dateTimeItemType,0..1,,"If the items are covered by warranty, when that warranty covered will begin or has begun.",gl-ehm,0,Serial or Lot,EH01a_12,/CO16a/CO15a/CO14a/EH01a/EH01a_12,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot.Warranty Start Date,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot.WarrntyStartDat,保証開始日,保証対象となる場合の保証開始日。,gl-ehm:serialOrLotWarrantyStartDate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot/gl-ehm:serialOrLotWarrantyStartDate
408,5,A,,Warranty End Date,xbrli:dateTimeItemType,0..1,,"If the items are covered by warranty, when that warranty covered will end or ended.",gl-ehm,0,Serial or Lot,EH01a_13,/CO16a/CO15a/CO14a/EH01a/EH01a_13,$.Accounting Entries.Entry Header.Entry Detail.Serial or Lot.Warranty End Date,AccntgEntrs.EntryHedr.EntryDetl.SerlOrLot.WarrntyEndDat,保証終了日,保証対象となる場合の保証終了日。,gl-ehm:serialOrLotWarrantyEndDate,/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDtl/gl-ehm:serialOrLot/gl-ehm:serialOrLotWarrantyEndDate
